,contributor,feat_NA,feat_NT,feat_NR,feat_NOR,feat_ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,acc_type
469,flow-bot,31,3,3,3,1.0,64.06,22.965,94.411,0.692,126.17,10.333,6.0,7.506,0.28,6.5,1.0,1.0,0.0,0.0,0.0,1.632,1.0,2.753,0.367,0.0,73.486,0.0,320.316,0.0,0.0,29.198,0.092,52.892,0.774,43.196,29.198,0.092,52.892,0.774,43.196,10.333,6.0,7.506,0.28,6.5,bot
470,fluttergithubbot,294,6,7,2,0.286,0.505,0.295,1.076,0.602,0.449,42.0,7.0,61.324,0.654,59.0,1.857,1.0,1.464,0.33,1.0,1.47,1.0,0.795,0.236,1.0,0.212,0.0,0.694,0.575,0.157,0.531,0.287,1.219,0.621,0.464,0.208,0.014,0.27,0.64,0.399,49.0,2.5,114.151,0.8,1.75,bot
472,folio-translations,277,5,84,1,0.012,1.272,0.003,12.134,0.988,0.002,3.298,2.0,2.601,0.315,3.0,2.821,2.0,1.346,0.211,3.0,2.27,2.0,0.971,0.151,0.0,0.138,0.002,1.487,0.978,0.001,2.763,0.004,18.201,0.976,0.004,1.306,0.003,12.313,0.988,0.002,55.4,33.0,34.847,0.284,63.0,bot
473,forest-bot,189,4,7,1,0.143,2.186,0.001,10.962,0.963,0.0,27.0,4.0,45.618,0.685,23.5,3.143,3.0,0.69,0.104,0.5,14.538,3.0,20.895,0.63,11.0,13.127,0.003,31.912,0.854,0.038,20.03,3.843,30.566,0.68,21.284,3.503,0.001,13.918,0.94,0.001,47.25,28.0,44.702,0.377,23.75,bot
475,fossabot,298,5,140,67,0.479,1.517,0.002,4.1,0.869,0.075,2.129,2.0,0.698,0.169,1.0,2.114,2.0,0.669,0.164,1.0,1.393,1.0,0.508,0.176,1.0,0.005,0.0,0.022,0.799,0.0,2.11,0.002,4.713,0.816,2.092,1.183,0.002,3.518,0.89,0.029,59.6,60.0,10.455,0.085,5.0,bot
476,fozzie-bot,24,1,1,1,1.0,74.515,0.884,180.3,0.858,4.272,24.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,1713.847,1713.847,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,24.0,24.0,0.0,0.0,0.0,bot
477,framabot,48,2,2,2,1.0,26.852,0.153,96.05,0.895,4.764,24.0,24.0,11.314,0.167,8.0,1.0,1.0,0.0,0.0,0.0,1.714,1.0,1.243,0.308,1.0,40.647,0.0,127.324,0.77,0.516,4.591,0.001,9.568,0.772,1.744,4.591,0.001,9.568,0.772,1.744,24.0,24.0,11.314,0.167,8.0,bot
479,frappe-pr-bot,164,5,3,1,0.333,1.216,0.001,8.129,0.969,0.0,54.667,59.0,50.639,0.411,50.5,3.333,4.0,2.082,0.267,2.0,16.4,3.0,24.13,0.666,20.25,6.613,0.004,15.421,0.695,3.966,14.683,0.122,31.964,0.744,15.331,4.605,0.001,15.457,0.888,1.112,32.8,14.0,50.167,0.593,1.0,bot
480,freerdp-bot,300,1,1,1,1.0,3.97,0.332,11.693,0.836,1.659,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1187.042,1187.042,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0,bot
481,freesewing-bot,120,4,1,1,1.0,17.871,0.014,63.02,0.873,1.34,120.0,120.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,2126.686,2126.686,0.0,0.0,0.0,,,0.0,0.0,,15.788,0.0,70.064,0.91,0.224,30.0,26.0,8.0,0.1,4.0,bot
482,freightbot,44,1,1,1,1.0,46.907,0.232,75.974,0.74,72.525,44.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,2017.001,2017.001,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,44.0,44.0,0.0,0.0,0.0,bot
483,fremtind-bot,282,3,1,1,1.0,7.465,0.119,28.335,0.91,0.664,282.0,282.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,282.0,282.0,0.0,0.0,0.0,2097.526,2097.526,0.0,0.0,0.0,,,0.0,0.0,,17.159,0.107,47.57,0.868,1.464,94.0,35.0,119.929,0.513,108.5,bot
488,fullrobot,18,3,1,1,1.0,118.044,0.0,204.217,0.683,145.344,18.0,18.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,2006.747,2006.747,0.0,0.0,0.0,,,0.0,0.0,,118.044,0.0,204.217,0.683,145.344,6.0,6.0,0.0,0.0,0.0,bot
489,fundamental-bot,300,3,2,1,0.5,3.964,0.032,10.217,0.814,2.834,150.0,150.0,82.024,0.193,58.0,2.5,2.5,0.707,0.1,0.5,4.762,2.0,5.45,0.449,3.5,10.905,0.0,28.636,0.83,3.651,8.035,2.834,14.37,0.719,5.467,3.621,0.0,10.224,0.836,2.087,100.0,145.0,81.431,0.318,71.5,bot
490,fusion-design-bot,6,1,1,1,1.0,171.843,96.726,221.603,0.582,155.032,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,859.215,859.215,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,6.0,6.0,0.0,0.0,0.0,bot
492,gabeluci-bot,300,4,1,1,1.0,6.264,0.003,25.291,0.864,1.592,300.0,300.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1872.816,1872.816,0.0,0.0,0.0,,,0.0,0.0,,6.785,0.0,26.358,0.851,1.942,75.0,75.0,0.816,0.005,0.5,bot
493,gafusion-bot,300,2,1,1,1.0,3.499,0.023,11.565,0.9,0.438,300.0,300.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1046.309,1046.309,0.0,0.0,0.0,,,0.0,0.0,,0.237,0.012,2.096,0.96,0.021,150.0,150.0,69.296,0.163,49.0,bot
494,galaxy-au-tools-jenkins-bot,72,3,2,1,0.5,28.442,0.001,67.976,0.841,3.099,36.0,36.0,22.627,0.222,16.0,2.5,2.5,0.707,0.1,0.5,3.6,2.5,2.909,0.328,2.0,36.528,0.001,81.358,0.82,17.224,67.834,0.005,95.298,0.674,143.928,24.703,0.001,64.636,0.858,0.004,24.0,25.0,1.732,0.028,1.5,bot
495,galaxybot,20,2,2,2,1.0,106.106,167.834,127.844,0.528,168.009,10.0,10.0,1.414,0.05,1.0,1.0,1.0,0.0,0.0,0.0,1.176,1.0,0.728,0.141,0.0,49.411,0.0,203.726,0.0,0.0,73.502,0.0,86.076,0.533,167.976,73.502,0.0,86.076,0.533,167.976,10.0,10.0,1.414,0.05,1.0,bot
497,gamesrevivalbot,85,3,1,1,1.0,20.347,0.0,128.51,0.956,0.0,85.0,85.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,85.0,85.0,0.0,0.0,0.0,1709.143,1709.143,0.0,0.0,0.0,,,0.0,0.0,,50.269,0.0,199.969,0.879,0.032,28.333,12.0,30.039,0.416,26.5,bot
499,gary-kim-bot,28,2,6,2,0.333,76.444,0.0,107.132,0.558,156.0,4.667,4.0,1.862,0.19,3.0,1.0,1.0,0.0,0.0,0.0,1.037,1.0,0.192,0.034,0.0,5.333,0.0,27.713,0.0,0.0,73.846,0.0,108.383,0.575,155.999,48.0,0.0,84.698,0.649,36.0,14.0,14.0,0.0,0.0,0.0,bot
500,garybot2,300,4,9,1,0.111,3.866,0.535,10.876,0.834,1.885,33.333,15.0,61.023,0.671,9.0,1.667,2.0,0.707,0.207,1.0,3.297,1.0,6.171,0.588,1.0,12.168,0.0,38.2,0.82,0.001,0.54,0.073,2.044,0.858,0.181,0.388,0.001,2.236,0.944,0.055,75.0,16.5,128.018,0.685,86.5,bot
501,gatk-bot,47,1,1,1,1.0,43.392,1.211,104.583,0.847,18.021,47.0,47.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,0.0,1996.046,1996.046,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,47.0,47.0,0.0,0.0,0.0,bot
502,gatsbybot,131,6,7,1,0.143,12.913,0.214,24.817,0.751,15.664,18.714,3.0,41.576,0.72,0.0,1.571,1.0,1.512,0.312,0.0,5.955,1.0,16.626,0.758,0.0,63.394,0.0,236.134,0.592,0.0,13.524,0.001,41.565,0.886,6.706,13.564,0.75,26.392,0.743,15.833,21.833,15.5,18.819,0.426,20.0,bot
503,gaugebot,29,5,10,3,0.3,61.765,0.025,177.662,0.89,0.462,2.9,2.0,2.234,0.39,3.75,1.2,1.0,0.422,0.133,0.0,1.16,1.0,0.473,0.124,0.0,0.15,0.0,0.739,0.652,0.0,71.902,0.024,190.531,0.877,0.462,73.842,0.009,202.155,0.876,0.061,5.8,3.0,5.541,0.455,7.0,bot
506,gcp-runtimes-bot,63,5,1,1,1.0,31.306,0.0,151.449,0.921,0.0,63.0,63.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,1940.979,1940.979,0.0,0.0,0.0,,,0.0,0.0,,14.935,0.0,64.27,0.915,0.0,12.6,14.0,1.949,0.07,3.0,bot
507,gdgate,282,3,6,1,0.167,0.592,0.134,3.004,0.816,0.265,47.0,17.0,75.966,0.668,37.5,1.667,1.5,0.816,0.233,1.0,3.241,2.0,3.837,0.477,2.0,1.155,0.06,3.552,0.819,0.341,0.767,0.113,4.93,0.867,0.205,0.09,0.003,0.152,0.73,0.117,94.0,18.0,146.605,0.619,131.0,bot
511,genexusbot,293,3,59,2,0.034,1.081,0.001,5.603,0.959,0.0,4.966,4.0,8.393,0.319,0.0,2.0,2.0,0.0,0.0,0.0,2.504,2.0,2.402,0.2,0.0,2.194,0.001,13.347,0.974,0.0,0.508,0.001,2.668,0.96,0.0,0.92,0.001,4.916,0.962,0.0,97.667,104.0,45.829,0.207,45.5,bot
512,genie-jnosql,13,1,3,1,0.333,174.247,118.258,199.374,0.581,242.388,4.333,4.0,1.528,0.154,1.5,1.0,1.0,0.0,0.0,0.0,1.625,1.5,0.744,0.221,1.0,151.688,0.583,259.89,0.463,191.0,125.352,32.818,174.663,0.626,154.6,,,0.0,0.0,,13.0,13.0,0.0,0.0,0.0,bot
513,gentoo-bot,190,5,10,1,0.1,0.244,0.133,0.293,0.584,0.342,19.0,1.0,53.114,0.837,1.75,1.4,1.0,0.699,0.214,0.75,5.938,2.0,11.889,0.678,2.25,1.046,0.0,2.511,0.692,0.526,0.405,0.285,0.378,0.486,0.395,0.223,0.126,0.269,0.603,0.342,38.0,34.0,43.238,0.541,47.0,bot
514,gentoo-repo-qa-bot,300,2,183,2,0.011,0.052,0.0,0.118,0.609,0.025,1.639,1.0,3.48,0.357,0.0,1.0,1.0,0.0,0.0,0.0,1.107,1.0,0.537,0.092,0.0,0.013,0.0,0.077,0.619,0.0,0.045,0.0,0.113,0.609,0.002,0.167,0.14,0.146,0.397,0.135,150.0,150.0,178.191,0.42,126.0,bot
517,getsentry-bot,243,7,39,1,0.026,1.014,0.001,5.372,0.925,0.167,6.231,4.0,6.285,0.414,3.0,2.641,3.0,0.743,0.134,1.0,1.631,2.0,0.72,0.221,1.0,0.032,0.0,0.341,0.975,0.0,1.625,0.005,6.799,0.891,0.685,1.094,0.001,5.681,0.922,0.236,34.714,20.0,32.536,0.453,32.5,bot
519,ginkgo-bot,176,2,3,2,0.667,4.395,1.544,9.398,0.727,3.768,58.667,25.0,80.002,0.564,74.5,1.333,1.0,0.577,0.167,0.5,4.4,1.5,6.831,0.601,4.0,11.966,0.044,28.525,0.628,11.233,7.446,2.205,16.076,0.722,6.794,4.446,0.939,12.175,0.781,3.017,88.0,88.0,46.669,0.188,33.0,bot
521,gitcop,12,1,3,1,0.333,111.859,43.731,133.894,0.604,192.76,4.0,4.0,2.0,0.222,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.095,0.25,0.75,114.975,0.069,179.465,0.525,232.141,108.118,110.975,101.641,0.451,74.517,,,0.0,0.0,,12.0,12.0,0.0,0.0,0.0,bot
522,github-bot-crnd-inc,177,1,4,1,0.25,8.189,0.112,32.25,0.925,0.994,44.25,43.0,24.622,0.267,23.75,1.0,1.0,0.0,0.0,0.0,4.116,2.0,3.831,0.464,6.0,7.807,0.103,24.486,0.854,2.721,26.322,1.488,58.18,0.828,13.502,,,0.0,0.0,,177.0,177.0,0.0,0.0,0.0,bot
523,github-grap-bot,188,5,14,5,0.357,4.563,0.001,14.878,0.894,0.334,13.429,6.0,19.661,0.643,18.5,2.929,3.5,1.817,0.322,3.75,7.52,6.0,6.977,0.466,9.0,11.363,0.426,38.355,0.866,1.034,23.719,21.008,22.189,0.5,25.224,3.031,0.001,12.39,0.92,0.157,37.6,30.0,23.093,0.302,34.0,bot
524,github-roobot,11,1,1,1,1.0,172.932,197.274,129.344,0.394,209.533,11.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,1729.319,1729.319,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,11.0,11.0,0.0,0.0,0.0,bot
525,gitissuebot,7,1,1,1,1.0,199.115,122.947,247.611,0.538,145.104,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1194.691,1194.691,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,7.0,7.0,0.0,0.0,0.0,bot
526,gitl-buildbot,20,4,1,1,1.0,25.451,0.001,61.262,0.855,0.06,20.0,20.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,483.572,483.572,0.0,0.0,0.0,,,0.0,0.0,,32.238,0.002,67.757,0.817,0.095,5.0,4.0,2.0,0.15,1.0,bot
528,gittools-bot,39,4,1,1,1.0,50.723,0.009,198.912,0.941,0.291,39.0,39.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,1927.471,1927.471,0.0,0.0,0.0,,,0.0,0.0,,3.764,0.091,7.356,0.786,0.827,9.75,10.5,6.85,0.327,10.25,bot
529,glassfish-bot,110,3,3,1,0.333,19.99,10.615,25.475,0.597,24.776,36.667,4.0,56.58,0.594,49.0,2.333,2.0,0.577,0.095,0.5,12.222,2.0,15.006,0.572,14.0,226.578,14.566,335.063,0.521,426.681,17.467,12.439,18.787,0.533,19.275,17.542,4.975,26.578,0.595,21.952,36.667,9.0,47.92,0.503,41.5,bot
530,gn-bot,140,1,10,1,0.1,15.709,0.574,43.1,0.855,7.944,14.0,8.5,16.693,0.547,14.5,1.0,1.0,0.0,0.0,0.0,2.857,2.0,3.385,0.471,2.0,15.542,0.182,49.585,0.783,4.381,29.625,8.054,50.872,0.719,21.597,,,0.0,0.0,,140.0,140.0,0.0,0.0,0.0,bot
531,gokrazy-bot,210,6,3,2,0.667,8.408,0.026,36.072,0.947,0.113,70.0,82.0,47.159,0.292,46.0,6.0,6.0,0.0,0.0,0.0,4.375,5.0,2.565,0.319,5.0,11.245,0.052,49.356,0.931,0.158,25.902,0.211,53.839,0.825,3.182,11.553,0.002,42.519,0.929,0.142,35.0,26.0,24.025,0.243,1.5,bot
532,gomatestbot,30,1,1,1,1.0,68.864,2.749,219.803,0.872,29.236,30.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,1997.043,1997.043,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,30.0,30.0,0.0,0.0,0.0,bot
534,google-oss-bot,254,7,12,4,0.333,0.398,0.021,1.298,0.868,0.194,21.167,2.5,49.097,0.783,13.75,1.833,1.0,1.337,0.326,1.0,5.644,2.0,10.256,0.669,2.0,0.769,0.0,2.103,0.701,0.328,1.5,0.372,2.268,0.694,1.763,1.203,0.188,2.361,0.764,0.969,36.286,12.0,62.133,0.66,17.0,bot
535,google-oss-robot,95,2,4,2,0.5,22.738,3.741,45.116,0.758,22.359,23.75,17.5,26.056,0.508,32.75,1.0,1.0,0.0,0.0,0.0,1.397,1.0,1.738,0.259,0.0,16.529,0.0,68.951,0.683,0.0,15.126,1.422,29.825,0.773,19.5,14.999,0.001,30.473,0.785,19.0,47.5,47.5,21.92,0.163,15.5,bot
536,googlemaps-bot,241,10,39,2,0.051,0.746,0.003,3.888,0.953,0.022,6.179,2.0,7.91,0.596,8.0,2.41,2.0,1.534,0.329,3.0,3.347,1.0,5.501,0.586,2.0,0.759,0.0,3.67,0.878,0.023,1.753,0.004,6.054,0.893,0.785,0.853,0.005,4.371,0.949,0.032,24.1,9.0,28.298,0.572,36.75,bot
538,graalvmbot,261,6,8,2,0.25,0.448,0.093,1.298,0.783,0.425,32.625,7.5,52.014,0.626,29.5,3.0,3.0,1.512,0.25,1.0,1.905,1.0,1.382,0.338,1.0,0.129,0.0,0.581,0.86,0.001,0.726,0.288,1.707,0.694,0.656,0.38,0.034,1.345,0.83,0.322,43.5,39.0,32.825,0.349,11.75,bot
542,grape-bot,21,1,4,4,1.0,88.989,15.333,159.906,0.725,114.394,5.25,3.5,3.862,0.298,2.75,1.0,1.0,0.0,0.0,0.0,2.1,1.0,1.663,0.367,1.75,101.679,0.0,183.91,0.407,166.141,84.777,5.697,223.826,0.831,15.626,,,0.0,0.0,,21.0,21.0,0.0,0.0,0.0,bot
543,graviteeio,221,9,21,1,0.048,1.878,0.001,8.74,0.937,0.159,10.524,7.0,9.075,0.428,11.0,3.095,3.0,0.995,0.152,0.0,3.348,3.0,2.446,0.356,2.0,1.017,0.001,5.312,0.93,0.005,5.325,0.484,14.7,0.851,1.656,1.91,0.001,8.977,0.939,0.08,24.556,13.0,25.461,0.531,38.0,bot
547,grommetux,49,1,4,1,0.25,41.524,10.431,68.004,0.723,44.252,12.25,9.0,13.074,0.495,14.75,1.0,1.0,0.0,0.0,0.0,4.9,3.0,5.607,0.508,5.5,139.634,14.345,231.032,0.617,205.824,66.312,21.422,94.113,0.654,77.419,,,0.0,0.0,,49.0,49.0,0.0,0.0,0.0,bot
549,gryphonbot,8,1,2,1,0.5,307.034,142.708,332.128,0.486,339.493,4.0,4.0,4.243,0.375,3.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.243,0.375,3.0,1028.435,1028.435,1454.427,0.0,1028.435,92.369,92.369,0.0,0.0,0.0,,,0.0,0.0,,8.0,8.0,0.0,0.0,0.0,bot
551,guacbot,300,4,1,1,1.0,1.066,0.209,3.716,0.8,0.799,300.0,300.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,318.604,318.604,0.0,0.0,0.0,,,0.0,0.0,,1.483,0.147,4.507,0.819,0.961,75.0,72.0,71.213,0.422,119.5,bot
554,guidesbot,213,5,11,3,0.273,8.039,0.012,46.003,0.956,0.105,19.364,1.0,52.861,0.84,0.0,1.273,1.0,0.647,0.182,0.0,14.2,1.0,30.56,0.771,8.0,67.314,0.0,177.152,0.663,9.977,49.606,3.594,109.412,0.796,40.703,9.038,0.001,52.076,0.959,0.09,42.6,31.0,45.059,0.509,85.0,bot
557,gulajavaministudio,198,3,40,5,0.125,0.732,0.0,7.248,0.987,0.0,4.95,6.0,1.961,0.211,2.75,2.05,2.0,0.221,0.023,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732,0.0,7.248,0.987,0.0,20.356,0.02,35.359,0.674,22.843,66.0,94.0,55.57,0.337,50.0,bot
559,gvisor-bot,12,1,1,1,1.0,183.108,184.11,60.066,0.152,39.513,12.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2014.189,2014.189,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,12.0,12.0,0.0,0.0,0.0,bot
562,hashicorp-cla,300,1,77,3,0.039,2.608,0.648,5.493,0.752,2.717,3.896,1.0,9.779,0.643,1.0,1.0,1.0,0.0,0.0,0.0,1.508,1.0,1.201,0.279,0.0,0.124,0.0,0.587,0.839,0.0,3.813,1.526,6.405,0.655,3.662,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0,bot
564,hasura-bot,276,9,6,1,0.167,6.005,0.631,14.385,0.809,4.031,46.0,3.0,101.08,0.786,11.75,2.167,1.0,2.401,0.423,0.75,9.857,2.0,17.52,0.68,9.5,55.135,0.001,108.613,0.692,82.674,3.989,0.281,12.156,0.858,1.204,6.564,0.453,15.556,0.814,3.354,30.667,9.0,61.168,0.673,8.0,bot
566,hawkbit-bot,64,3,3,1,0.333,34.316,15.833,54.288,0.694,43.707,21.333,4.0,32.655,0.604,29.0,2.0,2.0,1.0,0.222,1.0,8.0,2.0,11.301,0.621,8.5,265.937,8.454,431.927,0.544,377.106,4.917,2.189,8.217,0.628,1.812,25.686,2.189,57.172,0.779,22.901,21.333,7.0,27.465,0.51,24.5,bot
567,haxe-ci,71,1,1,1,1.0,31.67,3.798,67.082,0.773,20.243,71.0,71.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,71.0,71.0,0.0,0.0,0.0,2216.871,2216.871,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,71.0,71.0,0.0,0.0,0.0,bot
568,hcsp-bot,174,3,37,1,0.027,2.078,0.001,15.866,0.973,0.012,4.703,4.0,3.072,0.258,2.0,2.432,2.0,0.555,0.113,1.0,4.462,4.0,2.05,0.215,2.0,0.024,0.009,0.088,0.685,0.003,9.435,0.158,33.152,0.895,2.772,1.47,0.001,6.406,0.945,0.049,58.0,44.0,33.287,0.238,31.0,bot
569,helmich-bot,31,7,2,1,0.5,57.603,36.003,83.576,0.536,72.002,15.5,15.5,4.95,0.113,3.5,3.5,3.5,0.707,0.071,0.5,6.2,6.0,1.483,0.116,1.0,316.813,240.011,342.549,0.527,600.026,36.009,36.003,15.779,0.212,17.462,57.108,30.541,85.011,0.549,72.003,4.429,4.0,0.787,0.074,0.5,bot
570,heremaps-bot,9,2,3,1,0.333,189.309,180.211,206.138,0.477,240.623,3.0,2.0,2.646,0.37,2.5,1.333,1.0,0.577,0.167,0.5,1.5,1.5,0.548,0.167,1.0,0.0,0.0,0.0,0.0,0.0,302.894,195.4,177.079,0.267,184.155,157.13,84.142,226.379,0.576,186.175,4.5,4.5,2.121,0.167,1.5,bot
572,hft-team-city,300,4,15,1,0.067,1.059,0.001,6.963,0.97,0.016,20.0,11.0,13.47,0.35,15.5,2.133,2.0,0.64,0.146,0.5,2.158,1.0,2.375,0.44,1.0,0.546,0.0,4.137,0.926,0.001,1.745,0.001,9.379,0.959,0.011,2.504,0.001,12.736,0.958,0.0,75.0,9.5,135.442,0.697,77.0,bot
573,hibernate-ci,44,3,7,2,0.286,49.264,0.002,89.949,0.769,65.5,6.286,3.0,7.251,0.481,3.0,1.857,2.0,0.69,0.176,0.5,2.444,2.0,1.381,0.293,1.75,19.884,0.0,54.097,0.839,0.77,103.555,73.925,113.219,0.569,140.089,51.106,0.001,92.575,0.765,70.637,14.667,17.0,9.713,0.288,9.5,bot
576,hitkodev,64,8,12,7,0.583,32.383,0.145,85.19,0.876,1.058,5.333,1.5,7.832,0.62,4.0,1.583,1.0,0.9,0.25,1.0,3.556,1.5,4.938,0.549,2.0,1.77,0.002,6.493,0.829,0.202,118.133,60.701,131.842,0.562,183.889,48.081,0.211,115.198,0.836,48.972,8.0,1.5,17.411,0.727,2.25,bot
579,houndci-bot,236,1,11,11,1.0,2.465,0.0,12.878,0.821,0.0,21.455,6.0,27.682,0.615,26.0,1.0,1.0,0.0,0.0,0.0,11.8,5.0,17.325,0.628,10.25,2.744,0.0,7.076,0.751,0.0,27.6,13.794,37.032,0.642,25.331,,,0.0,0.0,,236.0,236.0,0.0,0.0,0.0,bot
580,houstonbot,36,4,7,1,0.143,51.096,1.463,128.822,0.805,43.997,5.143,3.0,4.059,0.373,4.0,1.571,1.0,1.134,0.286,0.5,1.565,1.0,1.037,0.28,1.0,16.328,0.0,50.817,0.702,0.002,64.219,3.177,154.813,0.818,66.327,147.839,43.253,275.123,0.664,78.234,9.0,5.0,11.314,0.556,12.0,bot
581,hs-jenkins-bot,17,4,6,2,0.333,66.117,0.052,163.221,0.858,4.706,2.833,2.5,2.229,0.363,1.75,2.0,2.0,1.095,0.25,2.0,1.545,1.0,0.688,0.214,1.0,8.77,0.0,23.493,0.718,0.246,96.141,0.037,202.968,0.805,0.041,65.347,0.046,168.92,0.866,0.197,4.25,4.0,0.5,0.044,0.25,bot
582,hsimbot,300,4,3,1,0.333,7.144,3.326,8.072,0.583,11.999,100.0,111.0,77.091,0.34,76.5,2.0,2.0,1.0,0.222,1.0,8.108,5.0,7.449,0.474,12.0,52.161,5.981,89.507,0.709,76.333,5.721,4.638,5.739,0.527,7.383,1.362,0.001,2.775,0.735,1.098,75.0,8.5,134.002,0.673,68.0,bot
583,hubot,18,1,1,1,1.0,128.471,167.998,61.888,0.243,79.321,18.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,2184.002,2184.002,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,18.0,18.0,0.0,0.0,0.0,bot
588,ibm-ci-bot,132,2,12,1,0.083,1.217,0.017,5.138,0.9,0.374,11.0,3.0,26.85,0.73,3.75,1.583,2.0,0.515,0.154,1.0,4.125,1.0,6.829,0.62,1.0,2.465,0.0,8.978,0.848,0.013,2.597,0.122,9.381,0.865,1.835,0.809,0.01,3.085,0.915,0.046,66.0,66.0,50.912,0.273,36.0,bot
589,ibmdotcom-bot,298,4,3,1,0.333,1.101,0.108,4.47,0.874,0.29,99.333,32.0,133.418,0.537,120.0,2.0,1.0,1.732,0.333,1.5,4.885,2.0,5.765,0.543,5.0,4.086,0.044,12.541,0.828,1.366,1.297,0.15,3.236,0.81,0.785,1.359,0.225,3.084,0.793,0.845,74.5,71.5,84.461,0.502,142.5,bot
590,icingabot,36,4,1,1,1.0,55.543,0.005,153.333,0.828,43.46,36.0,36.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,1944.003,1944.003,0.0,0.0,0.0,,,0.0,0.0,,55.543,0.005,153.333,0.828,43.46,9.0,9.0,6.928,0.333,12.0,bot
591,id-jenkins,300,2,2,1,0.5,1.661,0.985,3.167,0.617,0.608,150.0,150.0,209.304,0.493,148.0,1.0,1.0,0.0,0.0,0.0,100.0,59.0,123.705,0.527,118.5,164.872,70.611,227.163,0.571,211.988,0.98,0.98,0.731,0.264,0.517,0.98,0.98,0.731,0.264,0.517,150.0,150.0,209.304,0.493,148.0,bot
